match,score,index,Item,Scorer,Form,is_true_positive
"Beverages, prepared with whole milk, powder, chocolate, Malted drink mix",100.0,7415,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100.0,7417,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Soymilk (all flavors), vitamins A and D, with added calcium, unsweetened",100.0,7418,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"KFC, meat and skin with breading, Drumstick, EXTRA CRISPY, Fried Chicken",100.0,7421,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"KFC, meat and skin with breading, Breast, ORIGINAL RECIPE, Fried Chicken",100.0,7422,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, prepared with water, plain, original, MALT-O-MEAL",100.0,7425,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like spread with yogurt, with salt, tub, approximately 40% fat",100.0,7428,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, pinto",100.0,7432,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, cooked with water, whole wheat hot natural cereal",100.0,7434,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bread, made with tapioca starch and brown rice flour, white, gluten-free",100.0,7440,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Coffeecake, enriched, commercially prepared, cinnamon with crumb topping",100.0,7447,Cucumbers with peel,partial_token_set_ratio,Fresh,0
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup,100.0,7450,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Leeks, with salt, drained, boiled, cooked, (bulb and lower leaf-portion)",100.0,7453,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, with condiments, regular patty and bun, double, cheeseburger",100.0,7456,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cowpeas (blackeyes), with salt, drained, boiled, cooked, immature seeds",100.0,7459,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, fruit flavored with high vitamin C, yogurt-covered, candy rolls",100.0,7460,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, navy",100.0,7461,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, raw, with added solution, meat only, from whole bird, drumstick",100.0,7463,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with DHA and ARA, GOOD START SOY, NESTLE",100.0,7469,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",100.0,7470,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals ready-to-eat, Low Fat 100% Natural Granola with Raisins, QUAKER",100.0,7471,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cornmeal, enriched, with wheat flour added, bolted, self-rising, yellow",100.0,7472,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Lima beans, with salt, boiled, cooked, mature seeds, thin seeded (baby)",100.0,7474,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, with added nutrients, ready-to-drink, orange breakfast drink",100.0,7477,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Tortellini, as purchased, fresh-refrigerated, pasta with cheese filling",100.0,7478,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, GO AND GROW, SIMILAC, ABBOTT NUTRITION",100.0,7483,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, with iron, ENFACARE LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7486,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with whole milk, powder, with added nutrients, natural, Malted drink mix",100.0,7489,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals ready-to-eat, and Raisins, Honey, Wheat, QUAKER 100% Natural Granola with Oats, QUAKER",100.0,7491,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, roast beef and ham on white bread with lettuce and tomato, turkey, submarine sandwich",100.0,7494,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, contains caffeine, with sodium saccharin, cola or pepper-types, low calorie, carbonated",100.0,7495,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready- to- feed with ARA and DHA, Diarrhea, Expert Care, SIMILAC, ABBOTT NUTRITION",100.0,7498,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUBWAY, tomato and sweet onion sauce, sweet onion chicken teriyaki sub on white bread with lettuce",100.0,7525,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Creamy dressing, cholesterol-free, reduced calorie, made with sour cream and/or buttermilk and oil",100.0,7535,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Sirloin Burger with Country Vegetables Soup",100.0,7539,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, ADVANCE, NATURAL CARE, SIMILAC, ABBOTT NUTRITION",100.0,7546,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, prepared with water (boiling water added or microwaved), plain, fortified, instant, oats",100.0,7553,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, liquid concentrate, with iron, GOOD START 2 ESSENTIALS, NESTLE",100.0,7556,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, and mayonnaise, lettuce, with cheese, bacon and tomato club sandwich, grilled chicken",100.0,7557,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, and mayonnaise, lettuce, with cheese, and tomato club sandwich, bacon, crispy chicken",100.0,7558,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, regular patty; double decker bun with condiments and special sauce, hamburger; single",100.0,7567,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, pan-broil, heated, separable lean and fat, boneless, slice, ham with natural juices, cured",100.0,7592,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, contains caffeine, with aspartame, other than cola or pepper, low calorie, carbonated",100.0,7593,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added nonfat milk solids and vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100.0,7621,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, lettuce and tomato, steak and cheese on white bread with cheese, submarine sandwich",100.0,7624,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, powder, ADVANCE with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100.0,7627,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham with natural juices, cured",100.0,7630,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added vitamin A and vitamin D (fat free and skim), protein fortified, fluid, nonfat",100.0,7666,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, vitamin A and vitamin D (fat free or skim), with added nonfat milk solids, fluid, nonfat",100.0,7667,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, ADVANCE, ALIMENTUM, SIMILAC, ABBOTT NUTRITION",100.0,7676,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured",100.0,7677,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with whole milk, powder, with added nutrients, chocolate, Malted drink mix",100.0,7680,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, (LACTOSE FREE), SENSITIVE, SIMILAC, ABBOTT NUTRITION",100.0,7710,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, heated, separable lean and fat, boneless, whole, ham with natural juices, cured",100.0,7712,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, liquid concentrate, with iron, LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7722,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, assorted fruit flavors, sweetened, bottles, Water with added vitamins and minerals",100.0,7723,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, heated, separable lean and fat, bone-in, shank, ham with natural juices, cured",100.0,7728,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, pan-broil, heated, separable lean only, boneless, slice, ham with natural juices, cured",100.0,7759,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, liquid concentrate, low iron, LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7762,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, fortified with vitamin D2 and E, shelf-stable, unsweetened, chocolate almond milk",100.0,7765,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Oil, woks and light frying, principal uses salads, canola with antifoaming agent, industrial",100.0,7774,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham with natural juices, cured",100.0,7775,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, microwaved, cooked with water, 2 1/2 minute cook time, CREAM OF WHEAT",100.0,7776,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, with whitener and low calorie sweetener, decaffeinated, instant, coffee and cocoa",100.0,7780,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, raw, with added solution, meat only, boneless, skinless, breast, broilers or fryers",100.0,7781,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, liquid concentrate, with iron, GOOD START SUPREME, NESTLE",100.0,7782,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, without added vitamin A, with added nonfat milk solids, 2% milkfat, fluid, reduced fat",100.0,7785,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, heated, separable lean and fat, bone-in, rump, ham with natural juices, cured",100.0,7791,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Water, sweetened with low calorie sweetener, natural fruit flavors, bottles, non-carbonated",100.0,7795,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Soup, single brand, ready-to-serve, reduced sodium, reduced fat, chunky, split pea with ham",100.0,7797,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added vitamin A and vitamin D, protein fortified, 2% milkfat, fluid, reduced fat",100.0,7801,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean only, boneless, spiral slice, ham with natural juices, cured",100.0,7816,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, powder, with low-calorie sweeteners, reduced calorie, chocolate, Dairy drink mix",100.0,7820,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, stove-top, cooked with water, 2 1/2 minute cook time, CREAM OF WHEAT",100.0,7831,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Crackers, made with corn starch and white rice flour, multigrain and vegetable, gluten-free",100.0,7834,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, with iron, LACTOFREE LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7835,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, liquid concentrate, with iron, SIMILAC, ABBOTT NUTRITION",100.0,7836,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, fortified with vitamin C, unsweetened, lemon, decaffeinated, instant, green, tea",100.0,7839,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, cooked, with added solution, separable lean and fat, tenderloin, loin, fresh",100.0,7841,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, oven roasted chicken on white bread with lettuce and tomato, submarine sandwich",100.0,7844,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, heated, separable lean only, boneless, whole, ham with natural juices, cured",100.0,7855,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, contains caffeine, with aspartame, cola or pepper-type, low calorie, carbonated",100.0,7857,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, heated, separable lean only, bone-in, shank, ham with natural juices, cured",100.0,7887,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cranberry juice cocktail, saccharin and corn sweetener, with calcium, low calorie, bottled",100.0,7893,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Creamy dressing, fat-free, reduced calorie, made with sour cream and/or buttermilk and oil",100.0,7897,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, vegetables and mayonnaise, large patty; with condiments, cheeseburger; single",100.0,7902,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, cooked with water, enriched, regular and quick, yellow, corn grits",100.0,7908,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Orange juice, E, D, with added calcium and vitamins A, includes from concentrate, chilled",100.0,7909,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, made with partially hydrogenated oil, regular (butter) flavor, microwave, popcorn",100.0,7918,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bagels, toasted, with calcium propionate (includes onion, poppy, sesame), enriched, plain",100.0,7919,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, heated, separable lean only, bone-in, rump, ham with natural juices, cured",100.0,7921,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready to feed, LIPIL, PROSOBEE, NEXT STEP, MEAD JOHNSON",100.0,7923,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast Foods, vegetables and mayonnaise, large patty; with condiments, cheeseburger; double",100.0,7924,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, without caffeine, with aspartame, cola or pepper-type, low calorie, carbonated",100.0,7932,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, patty and bun; with condiments and vegetables, regular, cheeseburger; double",100.0,7944,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, cooked with water, enriched, regular and quick, white, corn grits",100.0,7950,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, roasted, cooked, with added solution, separable lean only, tenderloin, loin, fresh",100.0,7953,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, powder, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",100.0,7954,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, liquid concentrate, ADVANCE with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100.0,7955,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Rolls, and sorghum flour, tapioca starch, made with brown rice flour, white, gluten-free",100.0,7959,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like, with salt, approximately 37% fat, unspecified oils, vegetable oil spread",100.0,7962,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, microwaved, cooked with water, 1 minute cook time, CREAM OF WHEAT",100.0,7971,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Rolls, and potato starch, tapioca starch, made with brown rice flour, white, gluten-free",100.0,7974,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, liquid concentrate, with iron, PROSOBEE, MEAD JOHNSON",100.0,7975,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready to feed, with iron, PROSOBEE LIPIL, MEAD JOHNSON",100.0,7976,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, with high vitamin C, Fruit flavored drink containing less than 3% fruit juice",100.0,7985,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, powder, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100.0,8000,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, with iron, ENFAMIL LIPIL, MEAD JOHNSON",100.0,8001,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, vitamin A and vitamin D, with added nonfat milk solids, 1% milkfat, fluid, lowfat",100.0,8002,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, For Spit Up, SIMILAC, ABBOTT NUTRITION",100.0,8004,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean and fat, boneless, whole, ham with natural juices, cured",100.0,8009,Cucumbers with peel,partial_token_set_ratio,Fresh,0
